id;lat;lon;x;y;tags
1;46.2131359;9.0180954;2721881.5124547696;1119191.2691043874;"{""amenity"": ""parking""}"
2;46.2065828;9.0278623;2722649.8480410664;1118478.1628720742;"{""amenity"": ""parking""}"
3;46.2066414;9.0278124;2722645.8655219246;1118484.5978059564;"{""amenity"": ""parking""}"
4;46.2064127;9.028125;2722670.5025479333;1118459.668294555;"{""amenity"": ""parking""}"
5;46.2063373;9.0282763;2722682.3475722345;1118451.5247565615;"{""amenity"": ""parking""}"
6;46.2062622;9.0283709;2722689.8166392315;1118443.325904874;"{""amenity"": ""parking""}"
7;46.2060281;9.0287246;2722717.6377141858;1118417.8606962373;"{""amenity"": ""parking""}"
8;46.2064166;9.0253651;2722457.523775225;1118455.789732962;"{""amenity"": ""parking""}"
9;46.2175481;8.7384802;2700298.522373973;1119285.722900197;"{""amenity"": ""parking""}"
10;46.2036784;8.7440697;2700755.4354224512;1117751.266944003;"{""amenity"": ""parking""}"
11;46.2103368;8.7452659;2700835.425310167;1118492.884883571;"{""amenity"": ""parking""}"
12;46.2099158;8.7453049;2700839.2141851285;1118446.1408754683;"{""amenity"": ""parking""}"
13;46.2175481;8.7384802;2700298.522373973;1119285.722900197;"{""amenity"": ""parking""}"
14;46.2036784;8.7440697;2700755.4354224512;1117751.266944003;"{""amenity"": ""parking""}"
15;46.2103368;8.7452659;2700835.425310167;1118492.884883571;"{""amenity"": ""parking""}"
16;46.2099158;8.7453049;2700839.2141851285;1118446.1408754683;"{""amenity"": ""parking""}"
17;46.1827044;8.7513058;2701352.8894081595;1115429.3273538204;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Tegna Sport"", ""parking"": ""surface""}"
18;46.1945543;8.7532385;2701480.0307339393;1116748.9411019909;"{""amenity"": ""parking""}"
19;46.1827044;8.7513058;2701352.8894081595;1115429.3273538204;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Tegna Sport"", ""parking"": ""surface""}"
20;46.1945543;8.7532385;2701480.0307339393;1116748.9411019909;"{""amenity"": ""parking""}"
21;46.9733677;8.3380511;2668439.2358791786;1202869.1674921145;"{""access"": ""yes"", ""amenity"": ""parking"", ""capacity"": ""4"", ""fee"": ""yes"", ""parking"": ""surface""}"
22;46.977469;8.3358556;2668266.9696345944;1203323.172162227;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""yes"", ""layer"": ""-1"", ""name"": ""Bahnhof Stansstad"", ""name:de"": ""Bahnhof Stansstad"", ""park_ride"": ""yes"", ""parking"": ""underground"", ""supervised"": ""no"", ""surface"": ""asphalt""}"
23;46.9772498;8.3358748;2668268.709008269;1203298.8217130944;"{""amenity"": ""parking"", ""parking"": ""street_side""}"
24;46.1645681;8.7383607;2700386.8663206;1113396.8305226525;"{""access"": ""customers"", ""amenity"": ""parking"", ""parking"": ""surface""}"
25;46.16545;8.7370538;2700284.3114079363;1113493.1826791062;"{""access"": ""customers"", ""amenity"": ""parking"", ""parking"": ""surface"", ""surface"": ""pebblestone""}"
26;46.1538003;8.7424395;2700721.7653832682;1112205.2131053852;"{""amenity"": ""parking"", ""parking"": ""surface""}"
27;46.1549568;8.7410374;2700611.3251049775;1112331.9594657514;"{""amenity"": ""parking""}"
28;47.3809235;8.028462;2644542.003302144;1247954.9677141646;"{""amenity"": ""parking""}"
29;47.0332066;8.6275915;2690368.873287212;1209813.951919133;"{""amenity"": ""parking"", ""layer"": ""-1"", ""parking"": ""underground""}"
30;46.1945543;8.7532385;2701480.0307339393;1116748.9411019909;"{""amenity"": ""parking""}"
31;46.1945543;8.7532385;2701480.0307339393;1116748.9411019909;"{""amenity"": ""parking""}"
32;46.3603731;8.9565793;2716818.4297486283;1135462.1207744263;"{""amenity"": ""parking""}"
33;46.0270995;8.9544285;2717368.7389277727;1098417.2908829723;"{""amenity"": ""parking""}"
34;46.0180542;8.942102;2716433.672683515;1097393.569940792;"{""amenity"": ""parking"", ""parking"": ""surface""}"
35;46.0263036;8.9363271;2715968.988300492;1098301.9078714503;"{""amenity"": ""parking"", ""name"": ""Parcheggio Manor""}"
36;46.0257856;8.9373108;2716046.249282718;1098245.7886788638;"{""amenity"": ""parking"", ""name"": ""Parcheggio Motel""}"
37;46.0257089;8.9484578;2716909.4534971886;1098253.815184686;"{""amenity"": ""parking""}"
38;47.4635568;7.6039398;2612464.740556555;1256988.4251280436;"{""amenity"": ""parking"", ""created_by"": ""Potlatch 0.10f""}"
39;47.4349978;7.6182478;2613550.786548754;1253815.4712998916;"{""amenity"": ""parking"", ""capacity"": ""4"", ""fee"": ""no"", ""park_ride"": ""yes""}"
40;47.4339055;7.6203721;2613711.3228677325;1253694.3925904795;"{""amenity"": ""parking"", ""capacity"": ""8"", ""fee"": ""no""}"
41;46.8970801;8.2513621;2661930.8917698767;1194316.7514004381;"{""amenity"": ""parking"", ""layer"": ""-1"", ""name"": ""Parkhaus Migros"", ""parking"": ""underground""}"
42;46.8954762;8.2476732;2661651.640942614;1194135.551933369;"{""amenity"": ""parking"", ""park_ride"": ""yes""}"
43;46.8972059;8.2513496;2661929.794494584;1194330.7259413854;"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""name"": ""Parkhaus Coop"", ""parking"": ""multi-storey"", ""supervised"": ""no"", ""surface"": ""asphalt""}"
44;46.8963815;8.2470806;2661605.4478558004;1194235.7232736098;"{""amenity"": ""parking"", ""capacity"": ""5""}"
45;46.8964681;8.2505608;2661870.5376682775;1194248.0872755381;"{""access"": ""customers"", ""amenity"": ""parking"", ""capacity"": ""3"", ""parking"": ""surface""}"
46;47.3400109;7.9198517;2636368.19308365;1243350.403819441;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""parking"": ""surface""}"
47;47.342243;7.9052186;2635260.8504751516;1243591.8952918183;"{""amenity"": ""parking"", ""capacity"": ""3"", ""parking"": ""surface""}"
48;47.4738922;7.6215482;2613789.730735668;1258140.499310467;"{""amenity"": ""parking"", ""capacity"": ""4"", ""parking"": ""street_side""}"
49;47.4968936;7.6804789;2618224.3244542726;1260709.9002382106;"{""amenity"": ""parking"", ""capacity"": ""3"", ""fee"": ""no"", ""surface"": ""gravel""}"
50;47.4965289;7.6799948;2618187.9710685923;1260669.23878326;"{""access"": ""yes"", ""amenity"": ""parking"", ""capacity"": ""10"", ""fee"": ""no"", ""park_ride"": ""no"", ""supervised"": ""no"", ""surface"": ""gravel""}"
51;47.2930734;7.3801572;2595577.337209053;1238022.4233536269;"{""amenity"": ""parking""}"
52;47.4574814;7.5451535;2608033.212845821;1256305.3022401873;"{""amenity"": ""parking"", ""capacity"": ""2"", ""parking"": ""lane"", ""surface"": ""unpaved""}"
53;47.4572935;7.5453105;2608045.080044222;1256284.426563573;"{""amenity"": ""parking"", ""capacity"": ""2"", ""parking"": ""lane"", ""surface"": ""unpaved""}"
54;46.2939514;8.640918;2692640.8586296863;1127658.0734903147;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""parking"": ""surface""}"
55;46.2939514;8.640918;2692640.8586296863;1127658.0734903147;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""no"", ""parking"": ""surface""}"
56;46.9696929;8.3095441;2666274.684517681;1202436.1977670458;"{""amenity"": ""parking"", ""fee"": ""no"", ""source"": ""survey""}"
57;47.3074163;7.6890817;2618939.598932863;1239645.3768657998;"{""amenity"": ""parking""}"
58;47.3074921;7.6897599;2618990.857736397;1239653.967680044;"{""amenity"": ""parking""}"
59;47.2963108;7.7043329;2620097.068373453;1238414.4605144723;"{""amenity"": ""parking"", ""operator"": ""Agrola""}"
60;47.2963653;7.7045528;2620113.680254591;1238420.5759488456;"{""amenity"": ""parking"", ""operator"": ""Agrola""}"
61;47.2967801;7.7044885;2620108.6610454842;1238466.676503769;"{""amenity"": ""parking"", ""operator"": ""Agrola""}"
62;47.2962232;7.7048462;2620135.925288973;1238404.8524748906;"{""amenity"": ""parking""}"
63;47.3041682;7.6944764;2619348.7218104415;1239285.5679694116;"{""amenity"": ""parking"", ""capacity"": ""4"", ""parking"": ""surface""}"
64;47.3074163;7.6890817;2618939.598932863;1239645.3768657998;"{""amenity"": ""parking""}"
65;47.3074921;7.6897599;2618990.857736397;1239653.967680044;"{""amenity"": ""parking""}"
66;47.2963108;7.7043329;2620097.068373453;1238414.4605144723;"{""amenity"": ""parking"", ""operator"": ""Agrola""}"
67;47.2963653;7.7045528;2620113.680254591;1238420.5759488456;"{""amenity"": ""parking"", ""operator"": ""Agrola""}"
68;47.2967801;7.7044885;2620108.6610454842;1238466.676503769;"{""amenity"": ""parking"", ""operator"": ""Agrola""}"
69;47.2962232;7.7048462;2620135.925288973;1238404.8524748906;"{""amenity"": ""parking""}"
70;47.3041682;7.6944764;2619348.7218104415;1239285.5679694116;"{""amenity"": ""parking"", ""capacity"": ""4"", ""parking"": ""surface""}"
71;46.8634925;8.2429919;2661331.3560748287;1190576.462874753;"{""amenity"": ""parking""}"
72;47.1305642;7.2201007;2583419.9396783435;1219976.7415905904;"{""amenity"": ""parking""}"
73;47.3155792;7.6936725;2619283.8154401896;1240554.0378888752;"{""access"": ""yes"", ""amenity"": ""parking""}"
74;47.3170755;7.6950762;2619389.4052864523;1240720.7407098608;"{""amenity"": ""parking"", ""capacity"": ""15""}"
75;47.3159194;7.6969518;2619531.6349442834;1240592.6698769273;"{""amenity"": ""parking"", ""capacity"": ""3""}"
76;47.3202321;7.695654;2619431.944545235;1241071.8327305464;"{""amenity"": ""parking"", ""operator"": ""Friedhof""}"
77;47.3170273;7.6951714;2619396.620503819;1240715.4053156525;"{""amenity"": ""parking"", ""capacity"": ""10""}"
78;47.3174528;7.6952787;2619404.578816823;1240762.7386658045;"{""amenity"": ""parking"", ""capacity"": ""10""}"
79;47.3170164;7.6959144;2619452.8002159884;1240714.3768539175;"{""amenity"": ""parking""}"
80;46.7798896;7.1500438;2577960.677452881;1181009.4122431506;"{""amenity"": ""parking"", ""capacity:disabled"": ""yes"", ""fee"": ""no"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
81;46.7800462;7.1505078;2577996.17648378;1181026.6902661046;"{""access"": ""customers"", ""amenity"": ""parking"", ""capacity:disabled"": ""yes"", ""fee"": ""no"", ""layer"": ""-1"", ""parking"": ""underground""}"
82;46.7834515;7.1488183;2577868.5567092565;1181405.72496672;"{""amenity"": ""parking""}"
83;46.7842518;7.1527233;2578167.0803198596;1181493.5936292596;"{""amenity"": ""parking""}"
84;46.7845193;7.1458143;2577639.6066203564;1181525.2844239154;"{""access"": ""permit"", ""amenity"": ""parking"", ""capacity:disabled"": ""0"", ""operator"": ""Commune de Marly"", ""operator:type"": ""public"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
85;46.794336;7.1548181;2578331.115162795;1182614.043932379;"{""amenity"": ""parking""}"
86;46.7835169;7.149474;2577918.654924466;1181412.809817084;"{""amenity"": ""parking"", ""layer"": ""-1"", ""parking"": ""underground""}"
87;46.7822812;7.1528473;2578175.748040363;1181274.4928668397;"{""amenity"": ""parking"", ""layer"": ""-1"", ""parking"": ""underground""}"
88;46.7836533;7.1522809;2578133.0539540346;1181427.1837422892;"{""amenity"": ""parking"", ""layer"": ""-1"", ""parking"": ""underground""}"
89;46.3800897;8.906852;2712950.924458301;1137580.697915186;"{""amenity"": ""parking"", ""fee"": ""yes"", ""park_ride"": ""yes"", ""parking"": ""surface""}"
90;46.3909567;8.9077741;2712999.2336150953;1138789.8434389369;"{""amenity"": ""parking""}"
91;46.3911247;8.9082806;2713037.836960445;1138809.245531025;"{""amenity"": ""parking""}"
92;46.3800897;8.906852;2712950.924458301;1137580.697915186;"{""amenity"": ""parking"", ""fee"": ""yes"", ""park_ride"": ""yes"", ""parking"": ""surface""}"
93;46.3909567;8.9077741;2712999.2336150953;1138789.8434389369;"{""amenity"": ""parking""}"
94;46.3911247;8.9082806;2713037.836960445;1138809.245531025;"{""amenity"": ""parking""}"
95;46.6859491;7.6875111;2619039.3075229996;1170555.4601973654;"{""amenity"": ""parking"", ""capacity"": ""6"", ""capacity:disabled"": ""no""}"
96;46.6782897;7.7001865;2620011.8250192185;1169707.1392874864;"{""amenity"": ""parking""}"
97;46.6758221;7.7005112;2620037.5815325384;1169432.9085403455;"{""access"": ""yes"", ""amenity"": ""parking"", ""fee"": ""yes"", ""parking"": ""surface""}"
98;47.0658048;9.0612584;2723251.4088390344;1214027.7867323386;"{""amenity"": ""parking"", ""parking"": ""surface""}"
99;47.0686238;9.0561153;2722854.344323051;1214333.0505104477;"{""access"": ""customers"", ""amenity"": ""parking"", ""parking"": ""underground""}"
100;47.0683093;9.058279;2723019.384300783;1214301.4844612225;"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""parking"": ""rooftop""}"
101;46.3148924;7.989311;2642416.4899974954;1129425.1934943048;"{""amenity"": ""parking"", ""fee"": ""yes"", ""layer"": ""-1"", ""name"": ""Parkhaus Altstadt"", ""parking"": ""underground"", ""wheelchair"": ""limited""}"
102;46.3215799;7.9816861;2641824.0327209514;1130164.5028555319;"{""access"": ""customers"", ""amenity"": ""parking"", ""fee"": ""no"", ""operator"": ""La Caverna (Festung / Gardemuseum)"", ""parking"": ""surface""}"
